home,home_lat,home_lon,other,o_lat,o_lon,reach,flights
EDDM,48.353802,11.7861,KEWR,40.6894,-74.170545,Intercontinental,4
EDDM,48.353802,11.7861,KIAD,38.9445,-77.455803,Intercontinental,4
EDDM,48.353802,11.7861,KIAH,29.9844,-95.3414,Intercontinental,2
EDDM,48.353802,11.7861,KJFK,40.639447,-73.779317,Intercontinental,2
EDDM,48.353802,11.7861,KLAX,33.942501,-118.407997,Intercontinental,2
EDDM,48.353802,11.7861,KMCO,28.429399490356445,-81.30899810791016,Intercontinental,1
EDDM,48.353802,11.7861,KORD,41.9786,-87.9048,Intercontinental,5
EDDM,48.353802,11.7861,KSAN,32.733601,-117.190002,Intercontinental,1
EDDM,48.353802,11.7861,KSEA,47.447943,-122.310276,Intercontinental,2
EDDM,48.353802,11.7861,KSFO,37.619806,-122.374821,Intercontinental,4
EDDM,48.353802,11.7861,LBLS,42.632465,23.650102,Europe,1
EDDM,48.353802,11.7861,LBSF,42.696357,23.417671,Europe,3
EDDM,48.353802,11.7861,LCLK,34.875099,33.624901,Intercontinental,2
EDDM,48.353802,11.7861,LDPL,44.893501,13.9222,Europe,3
EDDM,48.353802,11.7861,LDPM,44.843878,13.904376,Europe,1
EDDM,48.353802,11.7861,LDZA,45.742901,16.0688,Europe,4
EDDM,48.353802,11.7861,LDZB,45.647499,16.124399,Europe,1
EDDM,48.353802,11.7861,LDZL,45.766725,15.849709,Europe,2
EDDM,48.353802,11.7861,LEAL,38.2822,-0.558156,Europe,2
EDDM,48.353802,11.7861,LEBL,41.2971,2.07846,Europe,14
EDDM,48.353802,11.7861,LEIB,38.872898,1.37312,Europe,2
EDDM,48.353802,11.7861,LEMD,40.493407,-3.572249,Europe,17
EDDM,48.353802,11.7861,LEMG,36.6749,-4.49911,Europe,4
EDDM,48.353802,11.7861,LEPA,39.551701,2.73881,Europe,17
EDDM,48.353802,11.7861,LEVC,39.489162,-0.480961,Europe,3
EDDM,48.353802,11.7861,LEZL,37.417999,-5.89311,Europe,1
EDDM,48.353802,11.7861,LFBD,44.82865,-0.715356,Europe,2
EDDM,48.353802,11.7861,LFBO,43.629101,1.36382,Europe,7
EDDM,48.353802,11.7861,LFLL,45.725996,5.090139,Europe,5
EDDM,48.353802,11.7861,LFML,43.438088,5.2125,Europe,6
EDDM,48.353802,11.7861,LFMN,43.658401,7.21587,Europe,7
EDDM,48.353802,11.7861,LFPG,49.00896,2.554117,Europe,22
EDDM,48.353802,11.7861,LFRS,47.153198,-1.61073,Europe,2
EDDM,48.353802,11.7861,LGAV,37.936401,23.9445,Europe,16
EDDM,48.353802,11.7861,LGKO,36.794523,27.09115,Intercontinental,6
EDDM,48.353802,11.7861,LGRP,36.405399,28.086201,Intercontinental,5
EDDM,48.353802,11.7861,LGSA,35.531207,24.150673,Europe,2
EDDM,48.353802,11.7861,LGTS,40.51928,22.970009,Europe,6
EDDM,48.353802,11.7861,LHBP,47.43018,19.262393,Europe,8
EDDM,48.353802,11.7861,LHDC,47.489469,21.616278,Europe,4
EDDM,48.353802,11.7861,LICA,38.906214,16.246007,Europe,3
EDDM,48.353802,11.7861,LICJ,38.175999,13.091,Europe,1
EDDM,48.353802,11.7861,LICZ,37.401699,14.9224,Europe,3
EDDM,48.353802,11.7861,LIED,39.354198,8.97248,Europe,1
EDDM,48.353802,11.7861,LIEO,40.898953,9.518457,Europe,2
EDDM,48.353802,11.7861,LIMC,45.6306,8.72811,Europe,9
EDDM,48.353802,11.7861,LIMF,45.200802,7.64963,Europe,4
EDDM,48.353802,11.7861,LIMJ,44.412039,8.840732,Europe,2
EDDM,48.353802,11.7861,LIML,45.445099,9.27674,Europe,6
EDDM,48.353802,11.7861,LIPE,44.5354,11.2887,Europe,5
EDDM,48.353802,11.7861,LIPO,45.428902,10.3306,Europe,1
EDDM,48.353802,11.7861,LIPX,45.394955,10.887303,Europe,3
EDDM,48.353802,11.7861,LIPY,43.616299,13.3623,Europe,2
EDDM,48.353802,11.7861,LIPZ,45.505299,12.3519,Europe,7
EDDM,48.353802,11.7861,LIRF,41.804532,12.251998,Europe,15
EDDM,48.353802,11.7861,LIRQ,43.808558,11.202822,Europe,6
EDDM,48.353802,11.7861,LIRZ,43.095901,12.5132,Europe,2
EDDM,48.353802,11.7861,LJLJ,46.223701,14.4576,Europe,2
EDDM,48.353802,11.7861,LKPR,50.100874,14.259911,Europe,8
EDDM,48.353802,11.7861,LLBG,32.011398,34.8867,Intercontinental,10
EDDM,48.353802,11.7861,LMML,35.845932,14.491546,Europe,5
EDDM,48.353802,11.7861,LOIJ,47.5201,12.4497,Europe,1
EDDM,48.353802,11.7861,LOWG,46.9911,15.4396,Europe,6
EDDM,48.353802,11.7861,LOWI,47.260201,11.344,Europe,1
EDDM,48.353802,11.7861,LOWS,47.793301,13.0043,Europe,2
EDDM,48.353802,11.7861,LOWW,48.110298,16.5697,Europe,12
EDDM,48.353802,11.7861,LPAR,38.883301,-9.0301,Europe,1
EDDM,48.353802,11.7861,LPEV,38.533501,-7.88964,Europe,1
EDDM,48.353802,11.7861,LPFR,37.015909,-7.970939,Europe,2
EDDM,48.353802,11.7861,LPMA,32.697812,-16.774613,Europe,2
EDDM,48.353802,11.7861,LPPR,41.2481002808,-8.68138980865,Europe,4
EDDM,48.353802,11.7861,LPPT,38.7813,-9.13592,Europe,9
EDDM,48.353802,11.7861,LRCL,46.786042,23.685733,Europe,2
EDDM,48.353802,11.7861,LROP,44.571792,26.103285,Europe,6
EDDM,48.353802,11.7861,LRTR,45.809898,21.3379,Europe,3
EDDM,48.353802,11.7861,LSGG,46.238098,6.10895,Europe,4
EDDM,48.353802,11.7861,LSZH,47.458056,8.548056,Europe,16
EDDM,48.353802,11.7861,LSZM,47.078353,9.064662,Europe,2
EDDM,48.353802,11.7861,LTAI,36.898701,30.800501,Intercontinental,6
EDDM,48.353802,11.7861,LTBJ,38.2924,27.157,Intercontinental,1
EDDM,48.353802,11.7861,LTBK,38.319099,27.159401,Intercontinental,1
EDDM,48.353802,11.7861,LTFD,39.552533,27.010192,Intercontinental,2
EDDM,48.353802,11.7861,LTFE,37.249314,27.66401,Intercontinental,2
EDDM,48.353802,11.7861,LTFJ,40.898602,29.3092,Intercontinental,4
EDDM,48.353802,11.7861,LTXE,37.097222,30.648264,Intercontinental,1
EDDM,48.353802,11.7861,LYBE,44.818401,20.309099,Europe,7
EDDM,48.353802,11.7861,MMMX,19.435822,-99.07033,Intercontinental,1
EDDM,48.353802,11.7861,OBBI,26.267295,50.63764,Intercontinental,2
EDDM,48.353802,11.7861,OJAI,31.7226009369,35.9931983948,Intercontinental,1
EDDM,48.353802,11.7861,OMAA,24.440966,54.649237,Intercontinental,2
EDDM,48.353802,11.7861,OMDB,25.24979,55.370992,Intercontinental,3
EDDM,48.353802,11.7861,OMSJ,25.3286,55.5172,Intercontinental,1
EDDM,48.353802,11.7861,OTBD,25.259431,51.565528,Intercontinental,1
EDDM,48.353802,11.7861,OTHH,25.273056,51.608056,Intercontinental,2
EDDM,48.353802,11.7861,RJBB,34.427299,135.244003,Intercontinental,1
EDDM,48.353802,11.7861,RJTT,35.549678,139.786958,Intercontinental,4
EDDM,48.353802,11.7861,RKSI,37.469101,126.450996,Intercontinental,2
EDDM,48.353802,11.7861,SBGR,-23.431274,-46.469954,Intercontinental,1
EDDM,48.353802,11.7861,UGTB,41.669201,44.9547,Intercontinental,2
EDDM,48.353802,11.7861,VAJJ,19.098100662231445,72.83419799804688,Intercontinental,2
EDDM,48.353802,11.7861,VIDP,28.55563,77.09519,Intercontinental,2
EDDM,48.353802,11.7861,VOBL,13.1979,77.706299,Intercontinental,1
EDDM,48.353802,11.7861,VTBS,13.6811,100.747002,Intercontinental,2
EDDM,48.353802,11.7861,WSAC,1.3441400528,104.009002686,Intercontinental,3
EDDM,48.353802,11.7861,WSSS,1.35019,103.994003,Intercontinental,2
