queried_airport,direction,icao24,callsign,dep_airport,arr_airport,firstSeen,lastSeen,home,other,ts,hour,al_icao,airline,lh_group,o_country,o_continent,reach,o_lat,o_lon,home_lat,home_lon,dist_km
EDDF,arrival,3c79b9,CFG2LV,LEPA,EDDF,1787160431.0,1787167753,EDDF,LEPA,1787167753.0,21,CFG,Condor Flugdienst,False,ES,EU,Europe,39.551701,2.73881,50.026706,8.55835,1251.0699144927974
EDDF,arrival,3c64ac,DLH687,LLBG,EDDF,1787152626.0,1787167576,EDDF,LLBG,1787167576.0,21,DLH,Lufthansa,True,IL,AS,Intercontinental,32.011398,34.8867,50.026706,8.55835,2953.345743527266
EDDF,arrival,4ba914,THY1SQ,,EDDF,1787157031.0,1787167391,EDDF,,1787167391.0,21,THY,Turkish Airlines,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c66eb,DLH3WJ,EPWA,EDDF,1787161223.0,1787166958,EDDF,EPWA,1787166958.0,21,DLH,Lufthansa,True,PL,EU,Europe,52.165699,20.9671,50.026706,8.55835,897.3150269277251
EDDF,arrival,3c7878,CFG3WZ,LGKV,EDDF,1787157713.0,1787166230,EDDF,LGKV,1787166230.0,21,CFG,Condor Flugdienst,False,GR,EU,Europe,40.9133,24.6192,50.026706,8.55835,1605.189837919645
EDDF,arrival,3c654e,LHX1U,EGLL,EDDF,1787161778.0,1787166082,EDDF,EGLL,1787166082.0,21,LHX,Other / unmatched,False,GB,EU,Europe,51.470748,-0.459909,50.026706,8.55835,654.0165397367234
EDDF,arrival,3c6634,DLH8VY,ESGG,EDDF,1787160932.0,1787165824,EDDF,ESGG,1787165824.0,20,DLH,Lufthansa,True,SE,EU,Europe,57.6628,12.2798,50.026706,8.55835,883.1568466070247
EDDF,arrival,a01b80,FDX5034,LFPG,EDDF,1787162712.0,1787165775,EDDF,LFPG,1787165775.0,20,FDX,Federal Express,False,FR,EU,Europe,49.00896,2.554117,50.026706,8.55835,447.8305266654691
EDDF,arrival,3c66ea,DLH17P,LEVC,EDDF,1787158081.0,1787165543,EDDF,LEVC,1787165543.0,20,DLH,Lufthansa,True,ES,EU,Europe,39.489162,-0.480961,50.026706,8.55835,1369.719226703799
EDDF,arrival,3009b3,DLA4MV,EGLC,EDDF,1787161441.0,1787165420,EDDF,EGLC,1787165420.0,20,DLA,Air Dolomiti,True,GB,EU,Europe,51.505299,0.055278,50.026706,8.55835,619.8008219903955
EDDF,arrival,3c6658,DLH6K,LSZH,EDDF,1787162945.0,1787165337,EDDF,LSZH,1787165337.0,20,DLH,Lufthansa,True,CH,EU,Europe,47.458056,8.548056,50.026706,8.55835,285.6218449218939
EDDF,arrival,3c65c2,DLH897,EYVI,EDDF,1787157093.0,1787165328,EDDF,EYVI,1787165328.0,20,DLH,Lufthansa,True,LT,EU,Europe,54.634102,25.285801,50.026706,8.55835,1242.7890185646338
EDDF,arrival,451d86,ASL20T,LYBE,EDDF,1787159420.0,1787165249,EDDF,LYBE,1787165249.0,20,ASL,Air Serbia,False,RS,EU,Europe,44.818401,20.309099,50.026706,8.55835,1054.9858217389628
EDDF,arrival,3c6742,DLH3HU,EDDM,EDDF,1787162903.0,1787164993,EDDF,EDDM,1787164993.0,20,DLH,Lufthansa,True,DE,EU,Domestic,48.353802,11.7861,50.026706,8.55835,299.3253023081836
EDDF,arrival,3c6741,DLH9XY,EDDB,EDDF,1787161609.0,1787164916,EDDF,EDDB,1787164916.0,20,DLH,Lufthansa,True,DE,EU,Domestic,52.361738,13.502341,50.026706,8.55835,431.2414419348526
EDDF,arrival,3c6754,DLH7TX,EPKK,EDDF,1787159763.0,1787164886,EDDF,EPKK,1787164886.0,20,DLH,Lufthansa,True,PL,EU,Europe,50.077702,19.7848,50.026706,8.55835,800.8011485417
EDDF,arrival,3c6445,DLH865,ENGM,EDDF,1787158112.0,1787164823,EDDF,ENGM,1787164823.0,20,DLH,Lufthansa,True,NO,EU,Europe,60.193901,11.1004,50.026706,8.55835,1141.8263314571998
EDDF,arrival,440668,AUA21J,LOWW,EDDF,1787160994.0,1787164687,EDDF,LOWW,1787164687.0,20,AUA,Austrian,True,AT,EU,Europe,48.110298,16.5697,50.026706,8.55835,620.9306611285796
EDDF,arrival,3c6757,DLH3HT,EKCH,EDDF,1787160493.0,1787164619,EDDF,EKCH,1787164619.0,20,DLH,Lufthansa,True,DK,EU,Europe,55.617900848389,12.656000137329,50.026706,8.55835,679.6633259560357
EDDF,arrival,3c6672,DLH5RM,EIDW,EDDF,1787158470.0,1787164545,EDDF,EIDW,1787164545.0,20,DLH,Lufthansa,True,IE,EU,Europe,53.428713,-6.262121,50.026706,8.55835,1086.1211676842795
EDDF,arrival,3c666c,DLH42Y,LPPT,EDDF,1787155506.0,1787164445,EDDF,LPPT,1787164445.0,20,DLH,Lufthansa,True,PT,EU,Europe,38.7813,-9.13592,50.026706,8.55835,1872.7106698088141
EDDF,arrival,3c6669,DLH51H,LEAS,EDDF,1787158261.0,1787164295,EDDF,LEAS,1787164295.0,20,DLH,Lufthansa,True,ES,EU,Europe,43.563599,-6.03462,50.026706,8.55835,1319.5626804732392
EDDF,arrival,3009b7,DLH279,LIML,EDDF,1787160667.0,1787164223,EDDF,LIML,1787164223.0,20,DLH,Lufthansa,True,IT,EU,Europe,45.445099,9.27674,50.026706,8.55835,512.2693769170622
EDDF,arrival,3c66e1,DLH6UL,LHBP,EDDF,1787159089.0,1787164092,EDDF,LHBP,1787164092.0,20,DLH,Lufthansa,True,HU,EU,Europe,47.43018,19.262393,50.026706,8.55835,835.6031637955549
EDDF,arrival,3c664e,DLH39E,LGTS,EDDF,1787156086.0,1787164013,EDDF,LGTS,1787164013.0,20,DLH,Lufthansa,True,GR,EU,Europe,40.51928,22.970009,50.026706,8.55835,1540.8276704959915
EDDF,arrival,ac405a,N889MC,EGGW,EDDF,1787160199.0,1787163944,EDDF,EGGW,1787163944.0,20,,Other / unmatched,False,GB,EU,Europe,51.874699,-0.368333,50.026706,8.55835,657.7192811437509
EDDF,arrival,3c6448,DLH5TY,,EDDF,1787159194.0,1787163864,EDDF,,1787163864.0,20,DLH,Lufthansa,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6654,DLH3RL,LBSF,EDDF,1787156485.0,1787163809,EDDF,LBSF,1787163809.0,20,DLH,Lufthansa,True,BG,EU,Europe,42.696357,23.417671,50.026706,8.55835,1397.533198762108
EDDF,arrival,3c6747,DLH5AA,LIRF,EDDF,1787158721.0,1787163669,EDDF,LIRF,1787163669.0,20,DLH,Lufthansa,True,IT,EU,Europe,41.804532,12.251998,50.026706,8.55835,957.56108872809
EDDF,arrival,3c6650,DLH62A,LEMG,EDDF,1787155080.0,1787163581,EDDF,LEMG,1787163581.0,20,DLH,Lufthansa,True,ES,EU,Europe,36.6749,-4.49911,50.026706,8.55835,1816.0427917550999
EDDF,arrival,3c6745,DLH21X,LFMN,EDDF,1787159371.0,1787163509,EDDF,LFMN,1787163509.0,20,DLH,Lufthansa,True,FR,EU,Europe,43.658401,7.21587,50.026706,8.55835,715.413528812061
EDDF,arrival,3c675a,DLH3MA,LGAV,EDDF,1787154350.0,1787163447,EDDF,LGAV,1787163447.0,20,DLH,Lufthansa,True,GR,EU,Europe,37.936401,23.9445,50.026706,8.55835,1815.79438210604
EDDF,arrival,502d27,BEL2LG,EBMB,EDDF,1787161075.0,1787163427,EDDF,EBMB,1787163427.0,20,BEL,Brussels Airlines,True,BE,EU,Europe,50.913419,4.491005,50.026706,8.55835,304.2292270193259
EDDF,arrival,3c71a7,BCS831P,EBBR,EDDF,1787160934.0,1787163245,EDDF,EBBR,1787163245.0,20,BCS,European Air Transport,False,BE,EU,Europe,50.901402,4.48444,50.026706,8.55835,304.2739348548036
EDDF,arrival,4b17fb,SWR461V,LSGG,EDDF,1787159916.0,1787163048,EDDF,LSGG,1787163048.0,20,SWR,Swiss,True,CH,EU,Europe,46.238098,6.10895,50.026706,8.55835,458.75348003207523
EDDF,arrival,3c65c6,DLH7A,EHAM,EDDF,1787160512.0,1787163011,EDDF,EHAM,1787163011.0,20,DLH,Lufthansa,True,NL,EU,Europe,52.308601,4.76389,50.026706,8.55835,366.48146892987825
EDDF,arrival,3c66ae,DLH09P,LFLL,EDDF,1787159466.0,1787162968,EDDF,LFLL,1787162968.0,20,DLH,Lufthansa,True,FR,EU,Europe,45.725996,5.090139,50.026706,8.55835,543.5457595389236
EDDF,arrival,3c64ad,DLH1301,,EDDF,1787153649.0,1787162884,EDDF,,1787162884.0,20,DLH,Lufthansa,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6671,DLH6YJ,LIMC,EDDF,1787159715.0,1787162853,EDDF,LIMC,1787162853.0,20,DLH,Lufthansa,True,IT,EU,Europe,45.6306,8.72811,50.026706,8.55835,488.98855027228177
EDDF,arrival,3c66e9,OCN5Q,LCLK,EDDF,1787149213.0,1787162816,EDDF,LCLK,1787162816.0,20,OCN,Discover Airlines,True,CY,AS,Intercontinental,34.875099,33.624901,50.026706,8.55835,2636.342589361615
EDDF,arrival,4ca215,EIN65A,EIDW,EDDF,1787157188.0,1787162699,EDDF,EIDW,1787162699.0,20,EIN,Aer Lingus,False,IE,EU,Europe,53.428713,-6.262121,50.026706,8.55835,1086.1211676842795
EDDF,arrival,3c664f,DLH05E,LPPR,EDDF,1787154966.0,1787162663,EDDF,LPPR,1787162663.0,20,DLH,Lufthansa,True,PT,EU,Europe,41.2481002808,-8.68138980865,50.026706,8.55835,1651.6233885914048
EDDF,arrival,3c6588,DLH6TP,EPGD,EDDF,1787157692.0,1787162629,EDDF,EPGD,1787162629.0,20,DLH,Lufthansa,True,PL,EU,Europe,54.377602,18.4662,50.026706,8.55835,829.4250208915726
EDDF,arrival,3c6749,DLH99M,LEAL,EDDF,1787155062.0,1787162588,EDDF,LEAL,1787162588.0,20,DLH,Lufthansa,True,ES,EU,Europe,38.2822,-0.558156,50.026706,8.55835,1492.2356859472509
EDDF,arrival,3c6446,DLH3P,LKPR,EDDF,1787159553.0,1787162584,EDDF,LKPR,1787162584.0,20,DLH,Lufthansa,True,CZ,EU,Europe,50.100874,14.259911,50.026706,8.55835,406.96118852195696
EDDF,arrival,3c6678,DLH2F,LFPG,EDDF,1787159506.0,1787162454,EDDF,LFPG,1787162454.0,20,DLH,Lufthansa,True,FR,EU,Europe,49.00896,2.554117,50.026706,8.55835,447.8305266654691
EDDF,arrival,3009b8,DLA03K,LOWG,EDDF,1787158179.0,1787162448,EDDF,LOWG,1787162448.0,20,DLA,Air Dolomiti,True,AT,EU,Europe,46.9911,15.4396,50.026706,8.55835,608.6388191939618
EDDF,arrival,502d79,SWR4ET,LSZH,EDDF,1787159725.0,1787162389,EDDF,LSZH,1787162389.0,19,SWR,Swiss,True,CH,EU,Europe,47.458056,8.548056,50.026706,8.55835,285.6218449218939
EDDF,arrival,3c6543,LHX1145,,EDDF,1787156790.0,1787162330,EDDF,,1787162330.0,19,LHX,Other / unmatched,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6545,DLH73H,LFKB,EDDF,1787157870.0,1787162246,EDDF,LFKB,1787162246.0,19,DLH,Lufthansa,True,FR,EU,Europe,42.5527,9.48373,50.026706,8.55835,834.0892210653211
EDDF,arrival,06a2f4,QTR7B,,EDDF,1787144439.0,1787162240,EDDF,,1787162240.0,19,QTR,Qatar Airways,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,440c31,EJU75KF,LIRF,EDDF,1787157032.0,1787162159,EDDF,LIRF,1787162159.0,19,EJU,easyJet,False,IT,EU,Europe,41.804532,12.251998,50.026706,8.55835,957.56108872809
EDDF,arrival,3c65c1,DLH4H,EGLL,EDDF,1787158360.0,1787162155,EDDF,EGLL,1787162155.0,19,DLH,Lufthansa,True,GB,EU,Europe,51.470748,-0.459909,50.026706,8.55835,654.0165397367234
EDDF,arrival,3c658d,DLH7JV,EKBI,EDDF,1787158412.0,1787162064,EDDF,EKBI,1787162064.0,19,DLH,Lufthansa,True,DK,EU,Europe,55.740335,9.157019,50.026706,8.55835,636.5886595105571
EDDF,arrival,3c65c5,DLH3FT,EDDM,EDDF,1787160000.0,1787161943,EDDF,EDDM,1787161943.0,19,DLH,Lufthansa,True,DE,EU,Domestic,48.353802,11.7861,50.026706,8.55835,299.3253023081836
EDDF,arrival,3c648b,DLH2PV,EDDH,EDDF,1787158946.0,1787161857,EDDF,EDDH,1787161857.0,19,DLH,Lufthansa,True,DE,EU,Domestic,53.630402,9.98823,50.026706,8.55835,412.5616454312047
EDDF,arrival,3c6449,DLH7MN,LIPZ,EDDF,1787158267.0,1787161769,EDDF,LIPZ,1787161769.0,19,DLH,Lufthansa,True,IT,EU,Europe,45.505299,12.3519,50.026706,8.55835,577.0149776234636
EDDF,arrival,44001b,AUA217N,LOWW,EDDF,1787158021.0,1787161762,EDDF,LOWW,1787161762.0,19,AUA,Austrian,True,AT,EU,Europe,48.110298,16.5697,50.026706,8.55835,620.9306611285796
EDDF,arrival,3c66b6,OCN5MC,,EDDF,1787156141.0,1787161664,EDDF,,1787161664.0,19,OCN,Discover Airlines,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c658e,DLH66M,LOWS,EDDF,1787158810.0,1787161570,EDDF,LOWS,1787161570.0,19,DLH,Lufthansa,True,AT,EU,Europe,47.793301,13.0043,50.026706,8.55835,408.8410070324141
EDDF,arrival,76cd71,SIA326,,EDDF,1787116421.0,1787161493,EDDF,,1787161493.0,19,SIA,Singapore Airlines,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6551,LHX195,EDDB,EDDF,1787158533.0,1787161438,EDDF,EDDB,1787161438.0,19,LHX,Other / unmatched,False,DE,EU,Domestic,52.361738,13.502341,50.026706,8.55835,431.2414419348526
EDDF,arrival,3c5423,BCS6359,LEMD,EDDF,1787153790.0,1787161435,EDDF,LEMD,1787161435.0,19,BCS,European Air Transport,False,ES,EU,Europe,40.493407,-3.572249,50.026706,8.55835,1419.5153635411198
EDDF,arrival,3c65e1,DLH4UP,LMML,EDDF,1787153448.0,1787161407,EDDF,LMML,1787161407.0,19,DLH,Lufthansa,True,MT,EU,Europe,35.845932,14.491546,50.026706,8.55835,1647.813282230987
EDDF,arrival,3c64a6,DLH583,EDDF,EDDF,1787127615.0,1787161362,EDDF,EDDF,1787161362.0,19,DLH,Lufthansa,True,DE,EU,Domestic,50.026706,8.55835,50.026706,8.55835,0.0
EDDF,arrival,3c6674,DLH883,EETN,EDDF,1787153160.0,1787161282,EDDF,EETN,1787161282.0,19,DLH,Lufthansa,True,EE,EU,Europe,59.413246,24.83264,50.026706,8.55835,1469.6340797106222
EDDF,arrival,4401ea,JTY52W,EICK,EDDF,1787155307.0,1787161193,EDDF,EICK,1787161193.0,19,JTY,Jatayu Airlines,False,IE,EU,Europe,51.841301,-8.49111,50.026706,8.55835,1208.7872707244753
EDDF,arrival,3c6670,DLH44K,LEMD,EDDF,1787153933.0,1787161160,EDDF,LEMD,1787161160.0,19,DLH,Lufthansa,True,ES,EU,Europe,40.493407,-3.572249,50.026706,8.55835,1419.5153635411198
EDDF,arrival,3c66b1,OCN519,LEPA,EDDF,1787154814.0,1787161120,EDDF,LEPA,1787161120.0,19,OCN,Discover Airlines,True,ES,EU,Europe,39.551701,2.73881,50.026706,8.55835,1251.0699144927974
EDDF,arrival,3c6583,DLH161,EDXW,EDDF,1787157743.0,1787161066,EDDF,EDXW,1787161066.0,19,DLH,Lufthansa,True,DE,EU,Domestic,54.9132,8.34047,50.026706,8.55835,543.5530034046947
EDDF,arrival,3c6586,DLH7C,LSZH,EDDF,1787158238.0,1787161042,EDDF,LSZH,1787161042.0,19,DLH,Lufthansa,True,CH,EU,Europe,47.458056,8.548056,50.026706,8.55835,285.6218449218939
EDDF,arrival,3c6422,CFG6LC,LEBL,EDDF,1787154877.0,1787161008,EDDF,LEBL,1787161008.0,19,CFG,Condor Flugdienst,False,ES,EU,Europe,41.2971,2.07846,50.026706,8.55835,1092.5416501874115
EDDF,arrival,3c0ca7,TUI5345,LBSB,EDDF,1787151575.0,1787160855,EDDF,LBSB,1787160855.0,19,TUI,Tuninter,False,BG,EU,Europe,42.726582,27.624472,50.026706,8.55835,1665.9696077185902
EDDF,arrival,40838d,BAW90F,EGLL,EDDF,1787156895.0,1787160823,EDDF,EGLL,1787160823.0,19,BAW,British Airways,False,GB,EU,Europe,51.470748,-0.459909,50.026706,8.55835,654.0165397367234
EDDF,arrival,4aca7a,SAS1635,EKCH,EDDF,1787156402.0,1787160710,EDDF,EKCH,1787160710.0,19,SAS,Scandinavian Airlines System,False,DK,EU,Europe,55.617900848389,12.656000137329,50.026706,8.55835,679.6633259560357
EDDF,arrival,3c6751,DLH077,EDDL,EDDF,1787159016.0,1787160675,EDDF,EDDL,1787160675.0,19,DLH,Lufthansa,True,DE,EU,Domestic,51.289501,6.76678,50.026706,8.55835,188.8433278657816
EDDF,arrival,501e83,CTN414,,EDDF,1787156553.0,1787160506,EDDF,,1787160506.0,19,CTN,Croatia Airlines,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,4bcd81,SXS1,LTAI,EDDF,1787147935.0,1787160486,EDDF,LTAI,1787160486.0,19,SXS,SunExpress,False,TR,AS,Intercontinental,36.898701,30.800501,50.026706,8.55835,2298.2344363312995
EDDF,arrival,896210,UAE29V,,EDDF,1787139721.0,1787160369,EDDF,,1787160369.0,19,UAE,Emirates,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c65d6,DLH8NE,EDDV,EDDF,1787158031.0,1787160352,EDDF,EDDV,1787160352.0,19,DLH,Lufthansa,True,DE,EU,Domestic,52.461102,9.68508,50.026706,8.55835,281.8162021932354
EDDF,arrival,502db4,SWR4B,LSZH,EDDF,1787157244.0,1787160253,EDDF,LSZH,1787160253.0,19,SWR,Swiss,True,CH,EU,Europe,47.458056,8.548056,50.026706,8.55835,285.6218449218939
EDDF,arrival,3c6746,DLH067,EDDC,EDDF,1787157510.0,1787160197,EDDF,EDDC,1787160197.0,19,DLH,Lufthansa,True,DE,EU,Domestic,51.134123,13.767831,50.026706,8.55835,387.7951333669981
EDDF,arrival,3c65e2,DLH35U,LPFR,EDDF,1787150887.0,1787160104,EDDF,LPFR,1787160104.0,19,DLH,Lufthansa,True,PT,EU,Europe,37.015909,-7.970939,50.026706,8.55835,1958.3239178148403
EDDF,arrival,3c6637,DLH5CW,EDDP,EDDF,1787157859.0,1787160075,EDDF,EDDP,1787160075.0,19,DLH,Lufthansa,True,DE,EU,Domestic,51.420657,12.232705,50.026706,8.55835,301.484335885831
EDDF,arrival,3006b5,DLA8WU,ELLX,EDDF,1787158110.0,1787160020,EDDF,ELLX,1787160020.0,19,DLA,Air Dolomiti,True,LU,EU,Europe,49.626845,6.212134,50.026706,8.55835,174.064410926245
EDDF,arrival,abc591,FDX3,LFPG,EDDF,1787157066.0,1787159903,EDDF,LFPG,1787159903.0,19,FDX,Federal Express,False,FR,EU,Europe,49.00896,2.554117,50.026706,8.55835,447.8305266654691
EDDF,arrival,8013c2,AIC2029,VIDP,EDDF,1787127400.0,1787159860,EDDF,VIDP,1787159860.0,19,AIC,Air India Limited,False,IN,AS,Intercontinental,28.55563,77.09519,50.026706,8.55835,6121.80807365195
EDDF,arrival,3c6482,DLH12K,LEBL,EDDF,1787153640.0,1787159830,EDDF,LEBL,1787159830.0,19,DLH,Lufthansa,True,ES,EU,Europe,41.2971,2.07846,50.026706,8.55835,1092.5416501874115
EDDF,arrival,3c6550,LHX851,EFHK,EDDF,1787151548.0,1787159801,EDDF,EFHK,1787159801.0,19,LHX,Other / unmatched,False,FI,EU,Europe,60.318363,24.963341,50.026706,8.55835,1539.1314075144423
EDDF,arrival,3c65c3,DLH7LY,ESSA,EDDF,1787152894.0,1787159703,EDDF,ESSA,1787159703.0,19,DLH,Lufthansa,True,SE,EU,Europe,59.64849,17.928829,50.026706,8.55835,1224.0229013959924
EDDF,arrival,3c65d8,DLH147,EDDN,EDDF,1787157935.0,1787159654,EDDF,EDDN,1787159654.0,19,DLH,Lufthansa,True,DE,EU,Domestic,49.498699,11.078056,50.026706,8.55835,190.2564158127778
EDDF,arrival,3c4b31,DLH717,RJTT,EDDF,1787109696.0,1787159533,EDDF,RJTT,1787159533.0,19,DLH,Lufthansa,True,JP,AS,Intercontinental,35.549678,139.786958,50.026706,8.55835,9362.506202768924
EDDF,arrival,440248,EJU65TH,LIML,EDDF,1787155180.0,1787159515,EDDF,LIML,1787159515.0,19,EJU,easyJet,False,IT,EU,Europe,45.445099,9.27674,50.026706,8.55835,512.2693769170622
EDDF,arrival,8964ff,ETD123,,EDDF,1787139859.0,1787159301,EDDF,,1787159301.0,19,ETD,Etihad Airways,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,4692cd,AEE532,LGTS,EDDF,1787151094.0,1787159098,EDDF,LGTS,1787159098.0,19,AEE,Aegean Airlines,False,GR,EU,Europe,40.51928,22.970009,50.026706,8.55835,1540.8276704959915
EDDF,arrival,4bcd84,SXS4KG,LTBK,EDDF,1787148622.0,1787159005,EDDF,LTBK,1787159005.0,19,SXS,SunExpress,False,TR,AS,Intercontinental,38.319099,27.159401,50.026706,8.55835,1963.8481848072076
EDDF,arrival,4bcda6,SXS21R,LTAI,EDDF,1787146130.0,1787158932,EDDF,LTAI,1787158932.0,19,SXS,SunExpress,False,TR,AS,Intercontinental,36.898701,30.800501,50.026706,8.55835,2298.2344363312995
EDDF,arrival,3c4a14,DLH729,,EDDF,1787115783.0,1787158827,EDDF,,1787158827.0,19,DLH,Lufthansa,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c654a,LHX025,EDDH,EDDF,1787155924.0,1787158809,EDDF,EDDH,1787158809.0,19,LHX,Other / unmatched,False,DE,EU,Domestic,53.630402,9.98823,50.026706,8.55835,412.5616454312047
EDDF,arrival,3c66b9,OCN517,LEPA,EDDF,1787152305.0,1787158718,EDDF,LEPA,1787158718.0,18,OCN,Discover Airlines,True,ES,EU,Europe,39.551701,2.73881,50.026706,8.55835,1251.0699144927974
EDDF,arrival,48af01,LOT6ED,EPWA,EDDF,1787153268.0,1787158679,EDDF,EPWA,1787158679.0,18,LOT,LOT Polish Airlines,False,PL,EU,Europe,52.165699,20.9671,50.026706,8.55835,897.3150269277251
EDDF,arrival,88516b,THA922,VTBS,EDDF,1787118831.0,1787158583,EDDF,VTBS,1787158583.0,18,THA,Thai Airways International,False,TH,AS,Intercontinental,13.6811,100.747002,50.026706,8.55835,9000.45962844498
EDDF,arrival,3c6666,DLH2XC,EDDB,EDDF,1787155740.0,1787158499,EDDF,EDDB,1787158499.0,18,DLH,Lufthansa,True,DE,EU,Domestic,52.361738,13.502341,50.026706,8.55835,431.2414419348526
EDDF,arrival,3c65da,DLH8LX,LROP,EDDF,1787150410.0,1787158342,EDDF,LROP,1787158342.0,18,DLH,Lufthansa,True,RO,EU,Europe,44.571792,26.103285,50.026706,8.55835,1450.8551268606066
EDDF,arrival,3c648c,DLH309,,EDDF,1787151034.0,1787158220,EDDF,,1787158220.0,18,DLH,Lufthansa,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6758,DLH7KW,LYBE,EDDF,1787152488.0,1787158148,EDDF,LYBE,1787158148.0,18,DLH,Lufthansa,True,RS,EU,Europe,44.818401,20.309099,50.026706,8.55835,1054.9858217389628
EDDF,arrival,3c6483,DLH6EE,EDDM,EDDF,1787155882.0,1787158037,EDDF,EDDM,1787158037.0,18,DLH,Lufthansa,True,DE,EU,Domestic,48.353802,11.7861,50.026706,8.55835,299.3253023081836
EDDF,arrival,3c6704,DLH713,RKSI,EDDF,1787111223.0,1787157901,EDDF,RKSI,1787157901.0,18,DLH,Lufthansa,True,KR,AS,Intercontinental,37.469101,126.450996,50.026706,8.55835,8544.290614666657
EDDF,arrival,3c64ab,DLH8HP,,EDDF,1787146895.0,1787157806,EDDF,,1787157806.0,18,DLH,Lufthansa,True,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c6565,OCN137,EDDF,EDDF,1787073912.0,1787157665,EDDF,EDDF,1787157665.0,18,OCN,Discover Airlines,True,DE,EU,Domestic,50.026706,8.55835,50.026706,8.55835,0.0
EDDF,arrival,3451d8,ANE56CP,LEMD,EDDF,1787150400.0,1787157586,EDDF,LEMD,1787157586.0,18,ANE,Air Nostrum,False,ES,EU,Europe,40.493407,-3.572249,50.026706,8.55835,1419.5153635411198
EDDF,arrival,3c0acb,CFG5MJ,LIRF,EDDF,1787152650.0,1787157500,EDDF,LIRF,1787157500.0,18,CFG,Condor Flugdienst,False,IT,EU,Europe,41.804532,12.251998,50.026706,8.55835,957.56108872809
EDDF,arrival,501c2d,CFG8KM,LHBP,EDDF,1787152415.0,1787157416,EDDF,LHBP,1787157416.0,18,CFG,Condor Flugdienst,False,HU,EU,Europe,47.43018,19.262393,50.026706,8.55835,835.6031637955549
EDDF,arrival,3c786c,CFG7FL,LEPA,EDDF,1787150782.0,1787157353,EDDF,LEPA,1787157353.0,18,CFG,Condor Flugdienst,False,ES,EU,Europe,39.551701,2.73881,50.026706,8.55835,1251.0699144927974
EDDF,arrival,45cab6,DTR197,LOWL,EDDF,1787153139.0,1787157317,EDDF,LOWL,1787157317.0,18,DTR,DAT Danish Air Transport,False,AT,EU,Europe,48.235362,14.188128,50.026706,8.55835,455.3167522245903
EDDF,arrival,461f6c,FIN2K,EFHK,EDDF,1787148735.0,1787157115,EDDF,EFHK,1787157115.0,18,FIN,Finnair,False,FI,EU,Europe,60.318363,24.963341,50.026706,8.55835,1539.1314075144423
EDDF,arrival,3c6748,DLH3EK,ENGM,EDDF,1787150348.0,1787157014,EDDF,ENGM,1787157014.0,18,DLH,Lufthansa,True,NO,EU,Europe,60.193901,11.1004,50.026706,8.55835,1141.8263314571998
EDDF,arrival,86e430,JAL407,RJAA,EDDF,1787105308.0,1787156853,EDDF,RJAA,1787156853.0,18,JAL,Japan Airlines Domestic,False,JP,AS,Intercontinental,35.76858,140.388714,50.026706,8.55835,9367.47805681632
EDDF,arrival,440669,AUA21E,LOWW,EDDF,1787152680.0,1787156572,EDDF,LOWW,1787156572.0,18,AUA,Austrian,True,AT,EU,Europe,48.110298,16.5697,50.026706,8.55835,620.9306611285796
EDDF,arrival,70c0ee,OMA117,,EDDF,1787143962.0,1787156428,EDDF,,1787156428.0,18,OMA,Oman Air,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c7a4a,CFG282,,EDDF,1787127819.0,1787156281,EDDF,,1787156281.0,18,CFG,Condor Flugdienst,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c65c7,DLH37F,LEPA,EDDF,1787150422.0,1787156157,EDDF,LEPA,1787156157.0,18,DLH,Lufthansa,True,ES,EU,Europe,39.551701,2.73881,50.026706,8.55835,1251.0699144927974
EDDF,arrival,4bc8d0,PGT19QR,,EDDF,1787146224.0,1787155792,EDDF,,1787155792.0,18,PGT,Pegasus Airlines,False,,,unknown,,,50.026706,8.55835,
EDDF,arrival,3c0ac6,CFG7UZ,LOWW,EDDF,1787151517.0,1787155576,EDDF,LOWW,1787155576.0,18,CFG,Condor Flugdienst,False,AT,EU,Europe,48.110298,16.5697,50.026706,8.55835,620.9306611285796
EDDF,arrival,4b19fe,CFG1VX,EGKK,EDDF,1787151859.0,1787155462,EDDF,EGKK,1787155462.0,18,CFG,Condor Flugdienst,False,GB,EU,Europe,51.148744,-0.185739,50.026706,8.55835,629.3869802008804
EDDF,arrival,4baa87,THY3NV,,EDDF,1787145960.0,1787155404,EDDF,,1787155404.0,18,THY,Turkish Airlines,False,,,unknown,,,50.026706,8.55835,
